Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images,cluster
Fiery Herbed Barbecue Sauce,239.7,14.0,30.2,1.2,25.3,681.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/70/52/picJIQMRQ.jpg""",0
Jarlsberg Oven Omelet,353.1,25.7,5.4,24.6,1.0,436.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/55/pic8UjMvO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/55/picUiao9e.jpg"")",0
Honey Garlic Dressing,1676.8,175.5,30.5,2.0,28.1,2106.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/89/picptkIri.jpg""",5
Reuben Sandwich II,957.6,74.4,38.0,34.5,7.1,2448.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/52/29/picSQir3Y.jpg""",5
Best Oatmeal Cookies,65.5,0.4,14.5,1.4,7.9,28.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/50/21/picfDvwDr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/50/21/xkEyxswlR7GTxYWYSeM5_Best%20Oatmeal%20Cookies.jpg"")",0
Italian Pickled Mushrooms,88.5,0.8,11.6,3.8,4.3,23.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/3/pic1ob2yL.jpg""",0
Cheesy tuna & rice muffinettes,428.5,17.9,54.2,11.6,0.6,344.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/12/8/pic2dWhlU.jpg""",0
Chicken Tortilla Avocado Soup,734.3,36.8,54.6,48.7,5.8,1923.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/88/3/pic1JklHK.jpg""",5
Tom &amp; Jerry,115.7,3.2,7.2,4.6,6.1,47.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/25/picRqqsDH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/25/pic4gsKS3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/25/pic4M6xvR.jpg"")",0
Leftover Spaghetti Casserole,20.6,0.2,4.5,1.0,3.0,5.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/53/2/picN56OIR.jpg""",0
Hamantaschen-Cookies (Haman's Hats),89.8,4.3,11.2,1.6,3.2,50.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/3/picnjef7k.jpg""",0
Curried Green Tomato Casserole,373.4,21.4,38.5,11.1,15.8,276.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/11/8/piczuSqF4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/11/8/pic6TFU29.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/11/8/picQBi5sh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/11/8/picQYddMb.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/11/8/picG6Sux5.jpg""
)",0
Perfectly Spiced Banana Bread,318.2,13.1,46.6,4.8,22.3,434.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/01480807071.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/01474810343.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picvSyOTM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/pictmifEI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picTCvw41.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picPe8i1s.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picvEgy8H.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picveZhgu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picD8K5Vt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/87/picXRm3IC.jpg""
)",0
Amaretto Muffins,362.9,16.2,46.1,9.4,11.9,269.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/65/6/KxNIDPFaTkqXMBMvXt4D_IMG_6479.JPG"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/11656/Q7Ew7EbBRQuj5s8NoGu2_IMG_6479.JPG"")",0
Fantastic Focaccia Bread,925.0,65.7,14.2,69.3,6.1,2093.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picbuiqMv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picviQvZx.jpg"")",5
Lemon Garlic Roast Chicken,252.2,17.4,1.4,21.6,0.3,80.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picD4eVbs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picC3HCk6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picqxmG9i.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/pictz0Rfx.jpg"")",0
Hearty Beef Vegetable Soup with Noodles,739.6,59.2,41.4,13.3,2.3,836.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/73/78/picOrDBbu.jpg""",5
Biff's Sweet Sour Shrimp and Pasta,921.4,30.6,117.8,43.3,12.4,600.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/33/6/picgL5X5Q.jpg""",5
Shepherd's Bread,5546.3,104.2,1009.1,126.5,103.1,6673.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/78/InndIPAROO2UkJoFoD9o_IMG_20140801_201836968.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/9378/RIJr6exPTwaCp3jHwCNA_IMG_6049.jpg"")",1
Yakisoba,653.1,34.7,61.0,26.1,0.0,852.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/33/picRv9EDj.jpg""",5
Coconut Jumbo Shrimp,713.9,32.2,83.2,28.7,44.7,1766.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/90/61/picuSm5J5.jpg""",5
Quick and Easy Ice Cream Pie,2185.9,116.2,249.2,37.0,224.1,844.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/35/0/cCVE8a4BSzSxDOTVAHwD_adobopork-1798.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/35/0/Xc8oLZPFQVWEjZbhfoil_adobopork-1793.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/35/0/eNsBZ7TZQSUORj6EJePI_adobopork-1801.jpg"")",2
Lemon Cake,506.8,22.4,72.3,5.5,53.3,409.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/piclcXrbi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picjS6mNR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picPnrC8k.jpg"")",0
No-Bake Cereal Bars,5508.5,242.8,855.5,98.1,507.2,2394.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/10/picWmAZPY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/10/picz6Tza7.jpg"")",1
Sweet 'N' Spicy Onion Glaze,1206.5,12.7,286.4,9.1,161.4,2564.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/12/pico1se0u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/12/picVLyYJ1.jpg"")",5
Addicting Chicken Parmesan,643.2,40.8,44.3,24.6,10.8,1862.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/95/28/picvdwfck.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/95/28/picDLUdD0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/95/28/pic2SUzn3.jpg"")",5
Maple Walnut Fudge,82.8,3.7,12.2,0.8,11.3,27.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/88/6/picaVCFQ1.jpg""",0
Another Russian Tea,2191.6,8.5,552.0,8.0,497.7,211.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/47/picfYCOie.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/47/picCeSLGv.jpg"")",2
Cheese Straws With Rice Krispies,2348.8,167.8,136.0,73.6,5.6,2721.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/03/picycVN2Q.jpg""",2
Beans & Rice,370.3,1.4,78.0,14.7,6.9,995.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/1/picW3SaFD.jpg""",0
Herbed Pizza Crust,268.5,0.9,56.0,8.1,1.2,294.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/11/pic9lfxDd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/11/pic63iOVo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/26/11/picyI5axw.jpg"")",0
Oatmeal Raisin Cookies,128.9,5.0,19.3,2.4,8.6,102.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/64/93/6493.jpg""",0
French Toast II,337.2,14.8,32.1,18.7,25.7,218.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/HNG3u1hEQ36LuYTn0ZWO_DSC_6672.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/picdAW6J1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/3u7RAn6RXWSPynFBiqUI_DSC_6654.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/9lkuvoAvS8SqxVVGimB9_DSC_6679.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/01505050503.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/01463709923.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/rVkvtPQl6sGZTVaDxohg_Golden%20Bread%20Pain%20Dore%2C%20Canada_0083.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/JzgsZs9TSUyhQc5ET1gf_Golden%20Bread%20Pain%20Dore%2C%20Canada_0072.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/picyZudrJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/picnhnOgV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/picOfxetH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/pic1AO255.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/pic5vvVVx.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/70/picIUNp9J.jpg"")",0
Hot and Sour Turkey Soup,220.6,6.2,9.9,30.3,4.8,1250.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/26/4/picHvJslp.jpg""",0
Mustard and Wine Marinated Lamb Chops,57.7,0.3,2.5,0.5,0.7,419.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/83/pic6nju4r.jpg""",0
Herbal Vinegars,25.7,0.8,5.2,1.0,0.0,3.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/79/picwX1oMo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/79/pic1TCKfK.jpg"")",0
Broccoli Ala Ritz Casserole,506.7,40.0,25.1,14.8,8.1,1314.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/57/picN0p0JU.jpg""",0
Macaroni Salad,144.7,2.4,24.6,5.7,2.1,92.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/97/picevhjJr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/97/picVXn9DF.jpg"")",0
Mustard Dipping Sauce,5.9,0.1,0.4,0.4,0.1,184.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/82/picGJhaLK.jpg""",0
Hamburger - Noodle - Corn Casserole,575.0,25.0,53.6,38.2,10.4,620.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/81/pic3xj3Tn.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/81/pic7oMeCm.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/81/pic3pRLIi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/81/picUAMC7T.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/81/picyVNFB1.jpg""
)",5
Taco Oyster Crackers,182.1,10.1,20.2,2.6,0.1,305.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/56/picUQiaKO.jpg""",0
Cheeseburger Mashed Potato Pie,646.6,29.8,63.6,31.7,2.8,433.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/98/12/pic5myBrB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/98/12/picDMYdF1.jpg"")",5
Easy Frosting,220.4,8.1,37.7,0.0,37.1,27.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/31/4/picFoB955.jpg""",0
Paula's Easy Carrot Cake,1288.8,73.8,150.6,12.4,113.4,670.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/68/1/FmzWiSyLSTCNFOmpUBJQ-My_first_attemp_at_making_carrot_cake_thanks_to_re""",5
Deborah's Louisiana Fried Spicy Cabbage,2380.2,207.5,71.6,68.2,38.4,3952.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/43/pictU0oHj.jpg""",2
Macaroni &amp; Hot Italian Sausage,778.0,56.7,33.1,31.3,4.8,1617.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/picGUhiRw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/picmJ13Pa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/pickjMnJz.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/picPs9aPf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/picEUijA6.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/picudpfwF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/29/7/picgr55XL.jpg"")",5
Classy Mustard-Garlic Mayonnaise Dip,3.7,0.1,0.6,0.2,0.0,35.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/83/picj3889U.jpg""",0
Playdough,1181.4,29.6,198.2,25.8,0.7,113198.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/98/45/picuBoyLt.jpg""",3
La Madeleine's Tomato-Basil Soup,242.3,22.8,9.6,2.6,6.8,344.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/xBXI6rKsS3uoJdGiXYXH_t44.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/Zyag0jqYR6qCkHZyzm5H_t33.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/qVg9ZKprShmDw4NlUIiG_IMG_20201218_195549_9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/qVg9ZKprShmDw4NlUIiG_IMG_20201218_195549_9.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/WZv5wzDQHaqCQMvyOCqo_IMG_20201218_195558_3.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/5368/zbQFtCi9RUOB3z6zMqYk_IMG_20201218_195549_9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/hk6XafQKRomzrnro6AGG_t11.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/Ax3pSXp0Ts2GRuFJ1nGI_IMG_1683.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/lHlVUghIRC2DR6ok1BlZ_tomatobasilsoup.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/picB61D87.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/picfbT9wK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/68/picF3xs02.jpg"")",0
Beefed up Biscuit Casserole,526.9,35.6,7.2,43.5,4.3,732.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/47/picKpzqZq.jpg""",5
Easy Lemon Chicken,329.7,23.1,0.0,28.5,0.0,107.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/66/5/picaqfzMh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/66/5/picL7O7Ib.jpg"")",0
Chicken Cordon Bleu over Rice,468.1,28.5,11.5,39.5,2.0,795.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/47/0/picF9A3OW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/47/0/picC0qiO6.jpg"")",5
Root Beer Jelly,1216.2,0.0,313.9,0.0,312.5,20.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/4/U5gPYzOsSM2w3joMsbqP-IMGP0846.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/51/4/picF3ELcD.jpg"")",2
Seven Layer Bars,105.8,6.6,11.1,1.9,8.7,56.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/60/maWZBVdOSFKCHgd8wmMp_DSC_0459.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/60/8MiExgqmTaOwUO4MqwVL_7%20layer%20bars.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/60/elu9eyfRIW3pO0ybt7ow_7%20layer%20bar.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/60/picbXuBpp.jpg""
)",0
Macadamia Nut Bobotie,343.5,22.3,29.5,9.8,7.3,484.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/24/3/pic3clmO7.jpg""",0
Chocolate Chocolate Pudding Cake with Chocolate Ganache,1134.8,78.0,113.6,12.2,88.1,147.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/71/picTFYoGs.jpg""",5
